TOA5;CR1000XLagunaPiedra;CR1000X;22185;CR1000X.Std.04.02;CPU:FuentePiedraV3.1.CR1X;57757;flux;;;;;;;;;;;;;;;;;;
TIMESTAMP;RECORD;Ux_rmy_Avg;Uy_rmy_Avg;Uz_rmy_Avg;Ts_rmy_Avg;diag_rmy_Avg;CO2_Avg;H2O_Avg;press_Avg;diag_irga_Avg;rh_hmp_Avg;t_hmp_Avg;e_hmp_Avg;panel_temp_raw_Avg;batt_volt_Avg;Rn_meas_Avg;Par_i_Avg;Par_r_Avg;Tsoil_Avg(1);Tsoil_Avg(2);Tsoil_Avg(3);shf_Avg;n_nnd_Tot;n_NaN_Tot;num_Tot
TS;RN;m/s;m/s;m/s;C;unitless;mmol/m^3;mmol/m^3;kPa;unitless;percent;C;kPa;C;V;W/m^2;mV;mV;C;C;C;;;;
;;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Tot;Tot;Tot
28/10/2021 10:00;97;1.381.715;-5.809.896;-0.07041278;1.707.196;0;161.944;5.369.622;9.688.223;248;6.208.132;1.960.703;1.415.835;195.553;1.305.438;1.684.285;7.590.684;-11282.15;186.732;2.092.498;1.861.118;4.022.113;0;0;18000
28/10/2021 10:30;98;1.211.456;-5.408.258;-0.04127333;1.777.497;0;161.628;5.253.587;968.772;248;5.803.471;2.023.371;1.376.033;2.025.469;1.290.886;2.070.837;8.597.153;-11402.91;1.945.158;2.199.559;1.950.096;6.572.277;0;0;18000
28/10/2021 11:00;99;1.582.462;-5.821.439;-0.09287167;1.825.863;0;1.614.496;4.965.965;9.686.466;248;5.287.282;2.070.794;1.290.851;2.109.866;1.278.822;2.350.569;9.407.125;-11516.24;2.030.501;2.289.799;2.048.336;9.089.133;0;0;18000
28/10/2021 11:30;100;1.383.475;-4.190.434;-0.05193889;1.860.627;0;1.613.498;5.044.096;968.615;248;5.203.795;2.101.577;1.294.816;2.184.655;1.273.734;2.578.529;9.985.902;-11601.08;2.113.825;238.297;214.866;1.118.123;0;0;18000
28/10/2021 12:00;101;2.503.702;-3.554.626;-0.1362672;1.915.451;0;1.610.081;4.990.691;9.682.092;248;4.968.953;2.149.057;127.287;2.263.517;1.266.087;2.530.922;1.030.881;-11627.41;2.200.245;2.472.404;2.259.954;1.320.107;0;0;18000
28/10/2021 12:30;102;1.321.852;-3.604.936;-0.07537111;195.738;0;1.606.993;4.627.906;9.675.745;248;4.429.325;2.193.367;1.165.747;2.334.668;1.266.152;2.893.641;1042.94;-11753.01;2.272.704;2.542.138;2.367.705;1.432.919;0;0;18000
28/10/2021 13:00;103;1.950.497;-3.829.257;-0.1114322;2.000.839;0;1.604.213;4.524.471;9.670.515;248;4.182.174;2.231.034;1.126.189;2.394.029;126.165;2.698.749;1.027.249;-11727.55;2.348.299;2.591.646;2.470.555;1.562.729;0;0;18000
28/10/2021 13:30;104;1.935.851;-3.565.528;-0.1059172;2.027.547;0;1.601.904;4.273.827;9.667.563;248;3.850.848;2.255.844;1.052.781;243.869;1.261.803;2.620.054;9.906.714;-11708.08;2.402.989;2.609.546;2.554.517;1.596.876;0;0;18000
28/10/2021 14:00;105;2.258.463;-4.136.778;-0.1490683;2.056.499;0;1.599.175;4.179.881;9.662.698;248;3.675.787;2.278.196;1.018.716;2.467.242;1.266.923;2.372.026;9.303.251;-11660.85;2.438.773;2.604.043;261.855;1.554.072;0;0;18000
28/10/2021 14:30;106;2.335.899;-4.496.783;-0.1290789;2.085.443;0;159.668;3.974.256;9.660.236;248;3.383.425;2.303.845;0.9524171;2.488.172;127.223;2.026.522;8.456.946;-11572.94;2.456.791;2.582.771;2.661.932;1.458.096;0;0;18000
28/10/2021 15:00;107;2.309.223;-4.037.508;-0.1237272;208.364;0;1.596.162;3.863.243;9.659.282;248;3.285.143;2.300.765;0.9230618;2.500.271;1.278.168;1.737.179;7.420.591;-11507.21;2.460.718;2.544.687;2.684.417;1.327.217;0;0;18000
28/10/2021 15:30;108;1.667.327;-4.497.434;-0.1050961;20.746;0;1.596.655;3.692.987;9.658.074;248;3.164.221;2.293.067;0.8849406;2.495.616;1.284.412;1.368.062;6.106.156;-11401.22;2.453.969;2.495.118;2.686.751;1.163.045;0;0;18000
28/10/2021 16:00;109;1.796.542;-4.879.194;-0.1160494;2.067.588;0;1.596.066;3.641.768;9.657.902;248;3.135.537;2.283.441;0.8717942;2.473.269;1.296.245;9.064.154;4.776.926;-11288.9;243.027;2.430.167;2.667.624;9.374.068;0;0;18000
28/10/2021 16:30;110;1.550.185;-5.207.952;-0.09415;2.055.941;0;1.596.907;3.610.518;9.658.221;248;3.138.168;2.272.277;0.8667146;2.438.757;130.531;420.528;3.155.032;-11172;2.372.021;2.358.674;262.696;5.958.954;0;0;18000
28/10/2021 17:00;111;1.210.328;-5.885.096;-0.06331611;2.001.112;0;1.599.807;3.642.733;9.658.897;248;3.268.918;2.224.395;0.8763422;2.374.169;1.281.633;-177.443;1.372.667;-11037.42;2.294.218;2.281.131;2.565.394;2.824.817;0;0;18000
28/10/2021 17:30;112;1.280.859;-5.193.015;-0.06647222;1.915.285;0;1.604.135;3.868.561;965.863;248;3.719.162;2.147.303;0.9513728;2.244.016;1.210.081;-5.673.764;2.091.975;-10930.78;2.223.027;2.207.994;2.486.727;4.290.584;0;0;18000
28/10/2021 18:00;113;0.8664111;-4.276.359;-0.02785667;1.834.429;0;1.609.712;4.193.444;9.660.648;248;4.315.211;207.233;105.424;2.098.634;1.206.529;-6.102.304;1.036.698;-10909.98;2.159.548;2.141.335;240.447;-145.768;0;0;18000
28/10/2021 18:30;114;0.43123;-4.199.862;0.01850778;1.775.158;0;1.613.342;4.282.709;9.661.147;248;460.742;2.020.929;1.090.778;1.989.504;1.202.779;-6.162.635;0.2549869;-10901.73;2.103.448;2.086.762;2.329.936;-2.886.073;0;0;18000
28/10/2021 19:00;115;0.3179205;-3.562.396;0.02727722;17.247;0;1.616.349;4.183.888;9.663.185;248;4.650.663;1.979.414;1.073.174;1.910.624;1.200.832;-5.814.183;0.2814631;-10905.43;2.054.005;2.037.211;2.261.834;-3.956.562;0;0;18000
28/10/2021 19:30;116;-0.7274416;-1.728.343;0.04768889;1.653.701;0;1.624.508;4.208.535;9.665.408;248;4.824.284;1.922.291;1.073.984;1.845.051;1.197.841;-6.522.765;0.3025764;-10884.01;2.009.341;1.988.584;2.200.536;-4.805.387;0;0;18000
28/10/2021 20:00;117;-0.8042111;-1.326.483;0.05255277;1.602.249;0;1.628.087;4.280.474;9.665.588;248;5.154.359;1.864.524;1.107.436;1.725.065;1.196.025;-6.294.516;0.2986685;-10877.58;1.963.599;1.928.468;2.144.626;-5.747.064;0;0;18000
28/10/2021 20:30;118;-0.3011855;-2.132.677;0.05432;162.144;0;1.623.642;4.277.095;9.665.311;248;5.108.075;1.887.858;1.113.391;1.678.989;1.192.972;-5.882.401;0.4298804;-10884.19;1.920.315;1.896.853;2.093.341;-6.592.794;0;0;18000
28/10/2021 21:00;119;-0.73368;-0.4819905;0.03950278;1.496.407;0;1.632.854;4.179.669;9.666.846;248;5.269.866;1.782.775;107.485;1.654.663;1.190.723;-5.898.677;0.3264824;-10872.21;1.885.802;186.237;2.049.784;-6.970.528;0;0;18000
28/10/2021 21:30;120;-1.025.234;-0.06640444;0.0654;1.398.905;0;1.636.809;4.156.913;9.666.363;248;5.654.968;1.682.635;1.082.971;1.516.202;1.188.253;-5.686.391;0.2758151;-10843.77;1.847.953;1.801.252;2.004.604;-759.556;0;0;18000
28/10/2021 22:00;121;-0.8410094;-0.5809427;0.04052722;1.426.532;0;1.640.092;4.299.648;9.665.782;248;5.841.004;1.710.507;1.138.882;1.402.621;1.186.303;-5.189.556;0.4110869;-10807.2;1.806.798;1.758.197;1.956.528;-8.411.156;0;0;18000
28/10/2021 22:30;122;-0.7839311;0.02101389;0.03985777;1.336.719;0;1.642.248;4.267.789;9.665.459;248;5.993.112;1.634.054;1.112.937;1.367.017;118.384;-4.717.947;0.4184996;-10801.39;1.774.486;1.729.781;1.916.438;-8.762.337;0;0;18000
28/10/2021 23:00;123;-0.6692628;-0.2873394;0.01294667;1.294.292;0;1.644.425;4.238.545;9.663.564;248;6.198.662;1.588.894;111.848;129.265;1.181.266;-4.628.356;0.5338737;-10807.67;174.498;1.690.969;1.877.578;-9.018.703;0;0;18000
28/10/2021 23:30;124;-1.044.613;0.4740822;0.1523467;1.239.032;0;1.644.636;4.219.961;9.663.422;248;6.310.564;1.551.999;1.112.267;1.248.428;1.179.402;-4.774.396;0.4790054;-10802.47;1.715.883;1.659.651;1.840.374;-9.333.482;0;0;18000
29/10/2021 00:00;125;-0.7727266;0.5312594;0.1528306;115.558;0;1.645.925;4.081.367;9.664.801;248;6.428.528;1.473.346;1.077.687;1.156.061;11.765;-4.987.984;0.5234774;-10798.82;1.688.112;1.622.017;1.800.564;-9.616.751;0;0;18000
29/10/2021 00:30;126;-0.79067;-0.1718144;0.02060222;1.194.149;0;165.309;435.127;9.663.066;248;6.684.095;149.989;113.926;1.112.525;1.172.963;-4.337.174;0.8349077;-10830.01;1.662.176;1.595.997;1.762.853;-9.841.302;0;0;18000
29/10/2021 01:00;127;-1.254.987;-0.7279772;0.001496111;1.324.943;0;1.642.602;5.011.367;9.662.307;248;7.183.123;1.605.178;1.310.524;1.175.817;1.170.976;-5.132.559;10.537;-10784.28;1.643.575;1.596.712;1.734.852;-9.739.398;0;0;18000
29/10/2021 01:30;128;-0.3262355;0.2436672;0.05436333;1.253.946;0;1.648.423;5.017.876;9.660.948;248;7.359.221;155.658;1.300.788;1.261.172;1.168.805;-4.574.294;1.001.053;-10798.17;1.638.248;1.587.475;1.719.037;-9.132.544;0;0;18000
29/10/2021 02:00;129;-0.05056111;0.5569961;0.06174777;1.176.114;0;1.657.778;4.786.502;9.659.627;248;7.417.487;149.695;1.261.881;1.232.699;1.165.997;-4.778.223;0.8675919;-10796.03;1.625.047;156.519;1.700.273;-9.054.906;0;0;18000
29/10/2021 02:30;130;-0.38054;0.2779478;0.04986722;1.113.533;0;1.652.629;4.820.332;9.658.405;248;7.755.637;1.424.618;1.259.227;1.132.949;1.162.904;-3.461.237;0.9436227;-10827.41;1.604.215;1.533.471;1.673.061;-9.391.135;0;0;18000
29/10/2021 03:00;131;-0.5570905;-0.3029139;0.003758889;1.161.209;0;1.654.749;4.866.563;9.656.138;248;7.853.027;1.459.081;1.303.602;1.117.608;116.036;-334.442;1.085.103;-10826.49;1.587.832;1.528.136;1.649.576;-9.449.519;0;0;18000
29/10/2021 03:30;132;-0.39855;0.02383944;0.01426833;1.196.726;0;1.652.068;5.110.697;9.652.296;248;7.898.876;1.493.384;1.340.591;1.171.137;1.157.589;-3.054.148;1.120.894;-10834.79;1.579.022;1.531.085;1.635.974;-9.164.977;0;0;18000
29/10/2021 04:00;133;-0.517451;0.7085978;0.1506605;1.140.574;0;1.655.772;4.908.055;9.654.527;248;7.912.183;1.457.098;1.312.351;1.186.395;1.155.265;-3.779.779;0.9850258;-10820.64;1.575.375;1.524.207;1.626.864;-8.735.404;0;0;18000
29/10/2021 04:30;134;-0.04183;0.02000222;0.02143889;1.201.745;0;1.652.307;513.459;965.494;248;8.036.941;1.497.511;1.367.748;116.214;1.153.305;-3.866.055;1.141.745;-10813.11;1.566.627;1.499.816;161.119;-8.678.108;0;0;18000
29/10/2021 05:00;135;-0.3255244;0.2737833;0.05051389;1.114.762;0;1.658.928;506.285;9.655.222;248;8.075.755;1.429.345;1.314.974;112.268;1.151.641;-4.801.989;1.083.554;-10796.54;1.550.883;1.471.541;1.590.762;-8.967.963;0;0;18000
29/10/2021 05:30;136;-0.4830772;0.6689128;0.1321416;1.017.843;0;1.659.698;4.967.676;9.656.857;248;8.358.148;1.346.458;1.289.996;1.034.384;1.148.414;-480.728;0.9781157;-10793.82;1.529.951;1.436.887;1.564.367;-9.446.986;0;0;18000
29/10/2021 06:00;137;-0.4967044;0.9122533;0.1404072;9.062.721;0;1.664.401;4.500.704;9.659.892;248;8.426.306;1.260.583;1.229.146;9.761.927;1.144.145;-4.580.135;1.188.383;-10801.24;150.799;141.155;1.534.597;-9.909.047;0;0;18000
29/10/2021 06:30;138;0.05616055;0.3636094;0.02066;1.024.468;0;1.665.688;4.836.323;966.059;248;847.943;1.341.538;1.304.427;9.920.681;1.142.075;-2.204.048;1.350.028;-10857.84;1.494.137;1.417.904;1.513.558;-9.901.035;0;0;18000
29/10/2021 07:00;139;-0.2004911;0.7554978;0.08435111;9.791.089;0;1.683.939;4.714.398;9.662.311;248;8.443.215;1.316.776;1.277.967;1.020.753;1.141.256;-3.307.212;1.096.867;-10834.87;1.491.155;1.417.373;150.508;-937.486;0;0;18000
29/10/2021 07:30;140;-0.06096389;-0.04594555;0.01370944;1.022.399;0;1.671.415;4.713.377;9.662.665;248;8.449.432;1.335.588;1.294.478;1.021.239;1.147.319;-189.156;5.453.471;-10857.56;1.484.709;1.419.531;149.466;-9.184.846;0;0;18000
29/10/2021 08:00;141;-0.04134889;0.044725;0.04292444;1.150.236;0;1.666.674;4.834.842;9.666.689;248;8.354.333;1.458.468;1.386.531;1.081.273;1.205.869;1.721.021;1.898.306;-10887;1.485.694;1.482.896;1.494.917;-8.631.009;0;0;18000
29/10/2021 08:30;142;-0.09718999;-0.3231633;0.009684999;1.246.407;0;1.672.756;5.032.444;9.668.102;248;7.684.386;1.628.423;1.421.304;1.301.089;126.686;6.610.674;3.255.741;-10991.74;1.519.884;1.662.922;1.530.099;-643.691;0;0;18000
29/10/2021 09:00;143;-0.03025667;-0.4793722;-0.001874444;1.391.151;0;1.646.198;5.507.203;9.671.438;248;7.445.974;1.706.438;1.448.287;1.543.726;1.256.175;8.147.791;3.174.574;-11020.12;1.585.817;1.753.384;1.599.318;-3.141.362;0;0;18000
29/10/2021 09:30;144;0.9562427;-1.069.546;-0.04447611;1.488.873;0;1.628.658;5.527.139;9.672.135;248;7.360.651;1.763.381;1.483.605;170.074;1.250.796;6.854.106;2.942.968;-11023.6;1.648.984;1.790.275;1.671.412;-8.249.765;0;0;18000
29/10/2021 10:00;145;0.1652744;-200.854;0.01316611;1.592.317;0;1.622.934;535.812;9.671.307;248;6.726.714;1.868.186;1.447.588;1.810.759;1.298.196;1.572.136;588.37;-11241.77;1.700.333;190.034;1.735.563;5.909.667;0;0;18000
29/10/2021 10:30;146;0.3498461;-2.485.934;0.01548555;1.716.759;0;1.617.289;5.365.306;9.671.114;248;6.189.702;1.971.149;1.420.466;1.970.439;1.307.143;153.215;5.996.243;-11271.24;1.791.169;2.048.315;1.838.058;397.793;0;0;18000
29/10/2021 11:00;147;-0.533855;-3.717.683;0.0932311;1.843.681;0;1.610.254;5.312.239;9.669.726;248;5.634.748;2.083.015;1.385.649;210.586;128.993;2.734.131;8.954.614;-11600.32;1.883.539;2.166.459;1.942.677;6.853.379;0;0;18000
29/10/2021 11:30;148;-1.507.161;-2.354.671;0.06109166;1.898.895;0;1.606.848;5.238.995;9.667.529;248;5.217.484;2.148.469;1.335.843;2.257.663;1.283.172;2.814.276;8.154.871;-11687.83;1.996.245;2.286.246;2.064.386;1.021.808;0;0;18000
29/10/2021 12:00;149;-118.793;-3.479.562;0.08397555;1.954.535;0;1.603.876;508.257;9.663.084;248;4.865.251;2.190.911;1.278.463;2.394.565;1.275.069;3.303.958;920.334;-11837.21;209.214;2.412.101;2.184.641;1.250.297;0;0;18000
29/10/2021 12:30;150;-10.183;-2.941.799;0.06600166;1.990.217;0;1.600.207;494.312;9.657.136;248;4.640.947;2.212.063;1.235.507;2.491.026;1.282.797;2.366.571;6.899.143;-11636.56;2.185.652;2.437.787;2.302.085;1.460.912;0;0;18000
29/10/2021 13:00;151;-1.206.592;-332.699;0.06385499;2.035.012;0;1.596.612;4.888.848;9.654.903;248;4.475.287;2.246.861;1.216.928;2.511.943;1.293.587;1.820.338;5.809.835;-11527.81;2.225.451;2.422.024;2.373.337;1.412.942;0;0;18000
29/10/2021 13:30;152;-0.8595544;-3.867.707;0.09508888;2.066.139;0;1.594.019;4.947.199;9.651.002;248;4.410.106;2.274.682;1.219.665;2.524.199;128.379;2.622.637;788.843;-11714.11;2.247.547;2.446.397;2.417.026;1.301.931;0;0;18000
29/10/2021 14:00;153;-1.536.095;-3.924.474;0.1078778;2.083.784;0;1.591.556;5.130.264;9.646.793;248;4.537.066;2.285.123;1.262.788;2.565.936;1.282.775;2.559.808;7.326.921;-11701.9;2.299.229;2.490.117;2.479.982;1.372.144;0;0;18000
29/10/2021 14:30;154;-2.256.055;-4.168.896;0.09610111;2.136.832;0;1.587.785;5.015.497;9.643.449;248;4.307.681;2.328.641;123.078;2.596.968;1.284.521;2.506.476;693.871;-11687.81;2.348.059;2.512.519;254.055;143.466;0;0;18000
29/10/2021 15:00;155;-147.498;-4.716.052;0.1318972;2.135.803;0;1.586.888;4.844.838;964.171;248;4.179.789;2.316.939;1.185.888;2.573.339;1.302.733;8.486.483;3.213.555;-11293.08;2.359.517;2.456.754;2.570.233;1.331.933;0;0;18000
29/10/2021 15:30;156;-0.634845;-550.116;0.1003055;2.124.232;0;1.586.608;5.223.625;9.640.294;248;4.573.267;2.299.806;1.283.854;252.138;1.309.686;6.313.358;2.675.355;-11227.97;2.327.918;2.406.071;2.551.713;1.062.062;0;0;18000
29/10/2021 16:00;157;-0.9803295;-6.250.888;0.110085;2.106.009;0;1.587.403;5.533.463;9.639.928;248;4.959.444;2.277.542;1.373.906;2.468.581;1.314.115;4.541.645;2.171.171;-11155.96;229.484;2.359.953;2.524.022;8.451.337;0;0;18000
29/10/2021 16:30;158;-0.3701255;-6.132.068;0.09057666;20.983;0;1.587.486;5.576.799;964.082;248;5.047.618;2.268.126;139.044;2.422.647;125.453;113.381;1.105.307;-11067.42;2.262.708;2.320.287;249.033;6.654.758;0;0;18000
29/10/2021 17:00;159;-0.7430072;-5.914.259;0.11363;2.076.624;0;1.589.221;5.719.842;9.642.187;248;5.266.805;2.245.605;1.431.112;2.367.885;1.215.545;-1.397.354;2.827.055;-10981.31;2.226.136;2.270.703;2.447.744;4.966.741;0;0;18000
29/10/2021 17:30;160;-3.335.059;-6.508.842;0.1573972;2.046.157;0;1.589.752;5.535.677;9.642.462;248;5.187.463;2.225.355;139.228;2.319.154;1.208.473;-266.355;1.012.405;-10948.4;21.873;2.225.566;2.399.604;3.377.029;0;0;18000
29/10/2021 18:00;161;-3.511.802;-5.854.036;0.1566639;198.914;0;1.593.133;5.675.415;9.644.924;248;5.505.323;217.514;1.432.995;2.261.032;1.204.299;-3.042.969;0.6880044;-10899.82;2.149.907;2.179.833;2.349.607;2.015.996;0;0;18000
29/10/2021 18:30;162;-2.189.692;-5.798.406;0.1525028;1.959.715;0;1.594.833;5.754.231;9.645.602;248;5.696.663;214.847;1.458.841;2.205.529;1.203.101;-389.017;0.2322403;-10854.26;2.116.349;2.145.462;2.303.601;9.508.493;0;0;18000
29/10/2021 19:00;163;-2.863.368;-5.438.378;0.1499611;1.924.601;0;1.597.661;5.615.626;9.646.552;248;5.688.055;2.122.071;1.433.338;2.157.512;1.200.446;-32.612;0.3089816;-10866.29;2.085.411;2.113.905;2.261.222;0.6641927;0;0;18000
29/10/2021 19:30;164;-3.529.844;-5.854.853;0.1584433;1.895.518;0;1.599.465;5.446.666;9.645.074;248;5.589.704;2.102.037;1.391.204;212.638;1.197.352;-3.281.385;0.3634276;-10874.59;2.059.724;2.086.722;2.223.102;-5.402.607;0;0;18000
29/10/2021 20:00;165;-4.105.935;-6.114.495;0.1699128;1.880.788;0;1.600.349;5.635.387;9.646.451;248;5.840.557;2.086.949;1.440.256;2.099.316;1.195.933;-2.972.797;0.4228542;-10866.18;2.036.929;2.063.613;2.188.421;-1.009.651;0;0;18000
29/10/2021 20:30;166;-3.874.303;-5.806.658;0.1537922;1.869.183;0;160.205;5.841.091;9.650.242;248;6.094.987;2.073.775;1.490.792;2.090.211;1.194.048;-231.557;0.4908869;-10864.6;2.019.798;2.054.808;2.161.037;-1.220.511;0;0;18000
29/10/2021 21:00;167;-3.373.461;-5.551.786;0.1790355;1.854.137;0;1.602.617;6.082.001;9.652.295;248;6.416.696;2.056.404;1.552.802;2.075.811;1.190.969;-2.745.742;0.5688941;-10829.72;2.007.774;2.044.544;2.140.135;-1.237.899;0;0;18000
29/10/2021 21:30;168;-244.322;-4.950.222;0.1687272;1.839.764;0;1.602.889;6.103.623;9.651.577;248;6.533.508;2.042.259;1.567.393;205.076;1.189.853;-3.191.182;0.5652248;-10809.12;1.996.194;2.030.086;2.120.646;-13.389;0;0;18000
29/10/2021 22:00;169;-1.826.983;-3.868.304;0.1266205;1.827.064;0;1.603.624;6.094.815;965.035;248;6.565.954;2.030.955;1.564.204;2.022.366;1.187.025;-377.467;0.5750233;-10791.07;19.821;201.021;2.099.766;-1.612.542;0;0;18000
29/10/2021 22:30;170;-1.340.442;-2.828.716;0.1006289;1.819.899;0;1.604.843;6.136.265;9.650.237;248;6.643.371;2.022.889;1.574.788;1.995.985;1.185.536;-2.985.523;0.5977378;-10811.95;1.965.922;1.993.836;2.077.927;-2.002.199;0;0;18000
29/10/2021 23:00;171;-1.547.592;-2.265.461;0.08979221;1.823.036;0;160.578;6.214.821;9.648.178;248;6.714.037;2.023.897;1.592.533;1.986.811;11.826;-2.889.363;0.7564587;-10839.56;1.953.461;1.982.849;2.060.597;-2.176.709;0;0;18000
29/10/2021 23:30;172;-1.801.925;-2.785.812;0.09110166;1.836.126;0;1.603.066;6.323.652;9.647.426;248;6.795.939;2.032.957;1.621.011;1.991.689;1.181.563;-2.034.992;0.6881372;-10834.74;1.944.408;1.978.215;2.046.881;-2.199.979;0;0;18000
30/10/2021 00:00;173;-2.261.969;-2.883.174;0.07872222;1.856.154;0;1.603.535;6.416.953;964.696;248;6.830.853;2.048.121;1.644.706;2.015.175;1.180.849;-1.501.794;0.718856;-10854.71;1.940.986;1.984.616;2.039.449;-1.971.889;0;0;18000
30/10/2021 00:30;174;-3.353.801;-3.815.447;0.05111889;1.876.697;0;1.597.341;6.643.751;9.644.633;248;6.966.243;2.061.695;1.691.462;2.028.822;1.176.989;-5.070.811;0.7797681;-10766.95;1.940.492;197.725;2.034.822;-1.680.696;0;0;18000
30/10/2021 01:00;175;-5.333.324;-4.598.981;-0.01653222;1.889.762;0;1.591.001;684.535;9.641.316;248;716.312;2.071.901;1.750.144;2.024.842;117.473;-6.191.685;0.8436881;-10738.22;1.933.974;1.964.745;2.023.051;-1.814.384;0;0;18000
30/10/2021 01:30;176;-505.457;-4.418.762;-0.008696666;1.891.235;0;1.590.981;6.763.721;9.638.832;248;709.298;2.073.978;1.735.218;20.304;117.282;-3.965.951;0.7722838;-10784.58;1.929.081;196.363;2.012.085;-1.841.487;0;0;18000
30/10/2021 02:00;177;-1.753.533;-3.131.869;0.1001405;1.861.705;0;1.595.409;6.740.308;9.637.521;248;7.137.813;2.047.648;1.718.012;2.032.052;1.170.346;-3.314.008;0.9515271;-10846.62;1.927.261;1.958.502;2.005.009;-1.711.152;0;0;18000
30/10/2021 02:30;178;-1.846.817;-321.502;0.09268056;1.842.377;0;1.597.353;666.759;9.635.007;248;7.190.401;2.031.116;1.713.168;2.004.472;1.167.848;-3.882.687;0.8836482;-10819.59;192.005;194.222;1.994.648;-1.915.815;0;0;18000
30/10/2021 03:00;179;-2.232.184;-2.981.173;0.06821889;1.816.546;0;1.601.077;6.542.937;9.634.623;248;7.125.243;201.463;168.044;1.988.584;1.166.176;-295.652;0.8572626;-10832.83;191.116;1.933.142;1.982.313;-2.168.724;0;0;18000
30/10/2021 03:30;180;-2.969.508;-3.109.721;0.04471111;1.839.391;0;1.597.143;6.676.253;9.631.541;248;7.188.541;2.029.157;1.710.765;1.980.317;1.161.909;-363.511;0.8324096;-10811.44;1.906.012;1.930.855;1.972.822;-2.174.269;0;0;18000
30/10/2021 04:00;181;-2.657.131;-4.017.715;0.06590555;1.839.306;0;1.591.488;6.974.919;9.629.526;248;7.505.436;202.523;1.781.842;1.987.559;1.161.607;-4.412.239;0.7578503;-10767.01;1.903.189;1.927.402;1.965.625;-208.329;0;0;18000
30/10/2021 04:30;182;-1.743.548;-3.334.702;0.09670333;1.797.544;0;1.597.458;6.787.591;9.629.768;248;7.498.156;1.993.352;1.745.212;1.971.351;1.158.714;-3.099.572;0.6949353;-10794.39;1.897.894;191.823;1.957.997;-2.153.257;0;0;18000
30/10/2021 05:00;183;-2.528.533;-207.887;0.02387;1.825.756;0;1.597.694;6.916.118;963.024;248;7.559.549;2.011.868;1.780.321;1.961.439;115.675;-2.068.927;0.8851598;-10855.6;1.892.666;1.920.582;1.950.671;-2.220.831;0;0;18000
30/10/2021 05:30;184;-3.517.112;-2.637.319;0.005416666;1.878.329;0;1.591.687;7.208.967;9.632.224;248;7.604.556;2.054.472;1.838.113;199.761;1.155.451;-3.544.019;0.8152512;-10799.17;1.895.933;193.177;1.951.529;-1.848.554;0;0;18000
30/10/2021 06:00;185;-3.175.308;-1.236.196;0.04691944;1.855.778;0;1.596.032;7.296.516;9.636.015;248;7.825.711;203.476;186.863;2.012.447;1.152.637;-5.743.056;136.669;-10813.47;1.901.031;1.939.883;1.954.634;-1.488.154;0;0;18000
30/10/2021 06:30;186;-251.763;-1.340.143;0.01333389;1.835.732;0;159.634;7.447.785;9.636.724;248;8.119.459;2.009.523;1.908.873;1.971.835;1.151.575;-7.479.815;1.724.559;-10791.01;1.905.011;1.931.087;1.957.556;-1.255.521;0;0;18000
30/10/2021 07:00;187;-2.257.268;-1.222.023;0.01658389;1.856.834;0;159.591;7.437.159;9.639.845;248;817.272;2.023.741;1.938.459;1.943.661;1.149.591;-2.943.223;7.346.321;-10883.27;1.901.394;1.929.523;195.226;-1.473.659;0;0;18000
30/10/2021 07:30;188;-4.188.012;-4.270.796;0.04364;1.911.998;0;159.138;7.516.346;9.640.366;248;79.988;207.527;1.958.298;1.991.055;1.153.251;-8.514.569;4.486.939;-10875.34;1.906.278;1.953.822;195.696;-1.156.224;0;0;18000
30/10/2021 08:00;189;-4.765.463;-524.307;0.0712511;1.933.118;0;1.590.066;7.517.603;9.642.033;248;7.849.416;2.094.981;194.524;2.056.707;1.161.428;1.040.442;1.071.048;-10920.24;1.918.691;1.983.887;1.971.538;-5.004.845;0;0;18000
30/10/2021 08:30;190;-5.637.219;-5.133.285;0.0007183331;194.225;0;158.826;758.541;9.643.503;248;7.808.978;210.546;194.774;2.107.694;1.183.566;4.195.487;1.629.005;-10996.84;1.936.235;201.769;1.993.011;2.934.829;0;0;18000
30/10/2021 09:00;191;-7.427.488;-658.186;-0.005631666;1.977.712;0;1.585.695;739.332;964.494;248;751.487;2.141.334;1.915.944;2.146.321;1.226.942;6.559.588;2.479.058;-11050.08;1.956.639;2.051.912;2.018.515;1.102.755;0;0;18000
30/10/2021 09:30;192;-7.154.458;-5.173.215;0.009120556;2.014.443;0;1.584.214;7.476.561;9.647.849;248;7.345.441;2.175.942;1.912.975;2.198.911;1.256.044;1.358.489;4.149.927;-11257.42;1.978.312;210.372;2.045.825;1.860.945;0;0;18000
30/10/2021 10:00;193;-6.333.527;-6.238.942;0.03978778;2.071.449;0;1.582.716;7.430.863;9.647.816;248;7.077.968;2.221.678;1.895.396;2.275.327;1.264.859;1.704.961;4.873.522;-11319.4;2.012.787;2.177.545;2.089.003;3.201.329;0;0;18000
30/10/2021 10:30;194;-6.223.916;-5.384.207;0.01078444;214.215;0;1.579.223;7.321.302;9.648.803;248;6.659.377;2.286.612;1.855.054;2.368.346;1.283.177;2.388.448;6.387.575;-11478.65;2.057.006;2.271.486;2.144.267;4.833.639;0;0;18000
